artist,album,track_name,track_id,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
Bon Jovi,Bon Jovi Greatest Hits - The Ultimate Collection (Int'l Deluxe Package),It's My Life,4TmGtGkkmaoXRCvpOwDJoO,0.0295,0.546,0.931,0,-3.025,0,0.0507,1.67e-05,0.366,0.527,120.01,224600,4,"Varias (80s,90s...)"
Bon Jovi,Bon Jovi Greatest Hits,Livin' On A Prayer,3X7abqSXC4xrxuC1ykpWcY,0.0599,0.522,0.882,0,-3.216,1,0.0359,0.00021,0.33,0.815,122.541,250627,4,"Varias (80s,90s...)"
Bon Jovi,Bon Jovi Greatest Hits,You Give Love A Bad Name,61lqNlVRnWYiR9C7BDJw2l,0.0528,0.53,0.964,0,-2.571,0,0.0553,4.84e-06,0.372,0.823,122.807,223147,4,"Varias (80s,90s...)"
Bon Jovi,Bon Jovi Greatest Hits,Wanted Dead Or Alive,74nl6X5WEfxdRvGkr5weof,0.0842,0.258,0.817,7,-3.609,1,0.0419,0.0179,0.315,0.263,148.742,308560,4,"Varias (80s,90s...)"
Cheap Trick,The Essential Cheap Trick,The Flame,7KM52fyhuSxeIN1y2Sn6QL,0.548,0.632,0.67,4,-8.877,1,0.027,2.38e-06,0.0521,0.342,97.098,338560,4,"Varias (80s,90s...)"
Chris Isaak,Best of Chris Isaak (Remastered),Wicked Game,390AWnOn2rfe9FzQjYmxIH,0.744,0.667,0.548,9,-7.802,1,0.0262,0.0122,0.0946,0.29,112.549,286880,4,"Varias (80s,90s...)"
Crowded House,Crowded House,Don't Dream It's Over,4rr67zXmEYf9ykLigeEsbv,0.0148,0.439,0.422,8,-17.227,1,0.0409,4.84e-05,0.0697,0.551,81.833,236933,4,"Varias (80s,90s...)"
Duran Duran,Greatest,Hungry Like the Wolf,2qeESyQyH7MRHCBotCQsNq,0.0252,0.664,0.888,7,-5.161,1,0.067,0.0,0.216,0.605,127.369,209547,4,"Varias (80s,90s...)"
Duran Duran,Duran Duran,Ordinary World,0wokCRaKD0zPNhMRXAgVsr,0.0131,0.472,0.652,1,-10.171,0,0.0305,1.12e-05,0.14,0.401,140.124,340200,4,"Varias (80s,90s...)"
Duran Duran,Duran Duran,Come Undone,0yfNXxlyXdmP0ue1iJijx1,0.0423,0.542,0.793,8,-8.203,1,0.053,3.95e-06,0.0814,0.708,173.931,256520,4,"Varias (80s,90s...)"
Duran Duran,Greatest,The Reflex,0OsWMTxDjtpmJjX43113oq,0.123,0.556,0.9,0,-6.11,1,0.097,0.0,0.571,0.804,126.686,266933,4,"Varias (80s,90s...)"
Sting,The Very Best Of Sting And The Police,Every Breath You Take,16fzReMJmcLlBccnZCTZNS,0.574,0.825,0.449,1,-9.859,1,0.0348,0.0034,0.0726,0.738,117.399,251347,4,"Varias (80s,90s...)"
Simple Minds,Celebrate (Greatest Hits),Don't You (Forget About Me) - Remastered,0A4PZuepTcIQVvA5m7R0M1,0.00398,0.602,0.784,11,-7.976,0,0.0313,0.0852,0.0931,0.918,133.019,263973,4,"Varias (80s,90s...)"
Various Artists,Pure Soft Rock,All I Need Is A Miracle '96,18IeztBOnBYicwkPBniKAH,0.00677,0.573,0.958,0,-5.794,1,0.0367,6.89e-06,0.29,0.69,136.014,341120,4,"Varias (80s,90s...)"
Thompson Twins,The Best of Thompson Twins Greatest Mixes,Hold Me Now,3xkoUGbf11dLvsfIdgfmIp,0.573,0.871,0.491,7,-13.407,1,0.0392,0.00862,0.12,0.73,107.92,429173,4,"Varias (80s,90s...)"
Scorpions,Crazy World,Wind Of Change,6wjSNO6uJYlgbbfauyWhiw,0.297,0.453,0.543,0,-10.106,1,0.0366,0.0,0.0928,0.282,151.362,313227,4,"Varias (80s,90s...)"
Culture Club,The Best Of Culture Club,Karma Chameleon,4NH4xiPQ7TqNGqj6pZV4ki,0.231,0.668,0.473,10,-15.402,1,0.0336,0.0,0.115,0.962,91.976,242200,4,"Varias (80s,90s...)"
Culture Club,Culture Club,Do You Really Want To Hurt Me - Remastered 2002,3kNIXrf4wOLxBh40tA5NtN,0.0563,0.731,0.594,4,-6.285,0,0.0345,0.0,0.13,0.336,100.676,263493,4,"Varias (80s,90s...)"
Culture Club,All The Best (Remastered),Miss Me Blind,68AxuiOJRkuDGhCGKnRdla,0.411,0.763,0.826,7,-6.692,0,0.0386,0.0,0.308,0.83,121.936,273187,4,"Varias (80s,90s...)"
Damn Yankees,Damn Yankees,High Enough,5t5rCnsgRBtcKqTB7SbD1Q,0.0241,0.273,0.537,2,-9.612,1,0.0306,0.0,0.0922,0.232,81.814,287320,4,"Varias (80s,90s...)"
Various Artists,The Best Of The 80's,Maneater,6mwZS6fLcQP1wKv3HN3OcY,0.0138,0.728,0.697,11,-5.12,0,0.0367,8.29e-06,0.0856,0.827,88.698,264853,4,"Varias (80s,90s...)"
Various Artists,LOVE,Out of Touch - Single Version,0zSxNPggoKcNlq3HVrQvhn,0.0732,0.786,0.799,9,-4.739,0,0.0368,0.000228,0.0907,0.942,115.011,246280,4,"Varias (80s,90s...)"
Daryl Hall & John Oates,The Essential Daryl Hall & John Oates,Family Man,3OCNkidVblywixF3p15w9c,0.417,0.77,0.827,2,-5.128,0,0.036,3.38e-05,0.157,0.868,131.341,205627,4,"Varias (80s,90s...)"
Daryl Hall & John Oates,The Essential Daryl Hall & John Oates,Kiss on My List,7uMo3OexImQML2f1XwcypW,0.311,0.817,0.831,0,-5.732,1,0.03,0.0398,0.0762,0.963,121.356,264800,4,"Varias (80s,90s...)"
David Bowie,Let's Dance (1999 Remaster),Let's Dance - 1999 Remaster,0F0MA0ns8oXwGw66B2BSXm,0.00388,0.619,0.703,10,-9.414,0,0.0525,0.205,0.163,0.709,115.043,457133,4,"Varias (80s,90s...)"
Eddy Grant,The Very Best of Eddy Grant - Road To Reparation,Romancing The Stone,5HyQtNonsuLKDMWNdw6cpy,0.0112,0.623,0.71,6,-9.659,0,0.0575,0.237,0.133,0.93,72.869,287733,4,"Varias (80s,90s...)"
Various Artists,Playlist: Dance,Unbelievable,1FneEQoaS41dMjX76qAVL3,0.000341,0.637,0.849,1,-6.855,1,0.0362,0.0386,0.141,0.936,104.074,209813,4,"Varias (80s,90s...)"
Def Leppard,Pour Some Sugar On Me (2012),Pour Some Sugar On Me (2012),0LN0ASTtcGIbNTnjSHG6eO,0.00985,0.497,0.849,9,-5.352,1,0.0612,0.0,0.106,0.72,169.937,261532,4,"Varias (80s,90s...)"
Def Leppard,Hysteria 2013 (Re-Recorded Version) - Single,Hysteria 2013 (Re-Recorded Version) - Single,4xrlTtOEd3OHvQT8eu5JYY,0.0027,0.671,0.638,7,-8.171,1,0.0251,0.000695,0.161,0.619,107.088,352377,4,"Varias (80s,90s...)"
Poison,Poison Love Songs,Every Rose Has Its Thorn - Remastered 2003,2IJzqbcbQZjcca53yGkX7t,0.156,0.534,0.635,6,-5.562,1,0.0312,1.7e-05,0.378,0.303,140.203,260160,4,"Varias (80s,90s...)"
Extreme,The Best Of Extreme (An Accidental Collication Of Atoms),More Than Words,7z0JcZ8PQoAfUaLIXvbyTH,0.464,0.621,0.144,6,-14.201,1,0.0298,0.0,0.12,0.255,91.354,335947,4,"Varias (80s,90s...)"
Fine Young Cannibals,The Platinum Collection,She Drives Me Crazy,0Zt9fqRK58Y0onY1VwaKp7,0.164,0.796,0.693,2,-6.02,1,0.0413,1.77e-05,0.0408,0.954,108.8,218907,4,"Varias (80s,90s...)"
Frank Stallone,Frank Stallone,Far From Over,3LUrih1nLwx0vL0QihnpdI,0.0395,0.528,0.922,0,-4.277,1,0.0395,0.00139,0.242,0.878,166.521,195893,4,"Varias (80s,90s...)"
George Michael,Faith,Faith - Remastered,0HEmnAUT8PHznIAAmVXqFJ,0.0094,0.887,0.48,11,-11.994,1,0.117,3.58e-05,0.0662,0.607,95.846,193200,4,"Varias (80s,90s...)"
George Michael,Ladies And Gentlemen... The Best Of George Michael,Freedom! '90,1SKApv6ZfJ9bkUxeRObJEF,0.0991,0.676,0.873,5,-7.697,1,0.044,1.44e-05,0.0541,0.818,91.77,388400,4,"Varias (80s,90s...)"
New Kids On The Block,Step By Step,Step by Step,6J6RWKCPN5RFKHUKEUFjxS,0.0274,0.787,0.63,0,-12.295,1,0.0609,6.69e-06,0.161,0.882,125.347,267293,4,"Varias (80s,90s...)"
The Goo Goo Dolls,Greatest Hits Volume One - The Singles,Iris,6vrUTGn5p8IrfTZ0J6sIVM,0.00133,0.291,0.79,11,-5.683,0,0.0363,5.61e-06,0.0811,0.513,155.667,289907,3,"Varias (80s,90s...)"
Huey Lewis & The News,Sports,I Want A New Drug,0epitox4b3cMzmYpJSBos8,0.0905,0.663,0.691,2,-12.691,1,0.054,0.000342,0.329,0.702,110.293,286373,4,"Varias (80s,90s...)"
Various Artists,Rocky IV,"Hearts On Fire - From ""Rocky IV"" Soundtrack",5vI0C3TDTxySR6Oq8NWjE0,0.0317,0.576,0.896,7,-8.026,1,0.04,0.0,0.211,0.617,136.586,252920,4,"Varias (80s,90s...)"
Journey,The Essential Journey,Don't Stop Believin',77NNZQSqzLNqh2A9JhLRkg,0.25,0.491,0.802,4,-7.106,1,0.0392,0.0,0.387,0.472,119.25,248907,4,"Varias (80s,90s...)"
Journey,The Essential Journey,Any Way You Want It,2DyHhPyCZgZzNXn1IrtsTu,0.000312,0.519,0.934,7,-7.137,1,0.0471,0.00457,0.137,0.586,138.162,201867,4,"Varias (80s,90s...)"
Journey,The Essential Journey,Separate Ways (Worlds Apart),2ORySgkn0CbUMFbEoP1wwE,0.0525,0.436,0.93,4,-6.572,0,0.0597,0.0,0.227,0.445,131.446,325907,4,"Varias (80s,90s...)"
The Clash,Combat Rock (Remastered),Rock the Casbah - Remastered,56KqaFSGTb7ifpt16t5Y1N,0.287,0.796,0.872,9,-6.722,0,0.0573,0.0,0.284,0.866,129.894,222427,4,"Varias (80s,90s...)"
Various Artists,Top Gun Deluxe Edition,Danger Zone,2CJtimCSGAn8x6RE3irZFV,0.195,0.552,0.871,3,-7.678,0,0.0389,0.0,0.146,0.69,157.102,216507,4,"Varias (80s,90s...)"
Kenny Loggins,The Essential Kenny Loggins,"Footloose - From ""Footloose"" Soundtrack",4YR6Dextuoc3I8nJ0XgzKI,0.159,0.564,0.911,2,-5.39,1,0.0536,4.36e-05,0.118,0.582,173.938,226293,4,"Varias (80s,90s...)"
Level 42,The Very Best Of Level 42,Lessons In Love,6Msj8l09WuF2JrvpYiCDun,0.0869,0.689,0.919,7,-5.518,1,0.0448,0.000201,0.193,0.89,113.003,241600,4,"Varias (80s,90s...)"
Level 42,The Very Best Of Level 42,Something About You - Single Version,2wx1m6T8JM1lqjYwL8DqJF,0.0635,0.689,0.863,6,-5.345,0,0.032,0.00289,0.111,0.889,104.893,225733,4,"Varias (80s,90s...)"
Spandau Ballet,Gold - The Best of Spandau Ballet,True - Single Edit,6eDYgjKl4vUgRusxb7THDu,0.506,0.744,0.545,0,-9.361,1,0.0297,0.0977,0.0649,0.346,97.409,328293,4,"Varias (80s,90s...)"
Spandau Ballet,Gold - The Best of Spandau Ballet,Gold,2X9fsxb6O6bYEopJYmUbNC,0.261,0.711,0.74,10,-7.776,0,0.036,0.0114,0.104,0.638,143.047,231480,4,"Varias (80s,90s...)"
Lionel Richie,Back To Front,All Night Long (All Night) - Single Version,4czNORk5MjW5WOn98bki32,0.15,0.748,0.603,1,-12.044,1,0.043,0.000261,0.0269,0.827,108.831,258667,4,"Varias (80s,90s...)"
Little River Band,The Definitive Collection,We Two - 24-Bit Digitally Remastered 02 / 2002 Digital Remaster,4HzsqIPrAlEz4vN6XufKiv,0.0309,0.703,0.696,2,-9.772,1,0.0282,0.000109,0.295,0.821,123.556,266667,4,"Varias (80s,90s...)"
Pet Shop Boys,Please: Further Listening 1984-1986,West End Girls - 2001 Remaster,7FlwylpJSe3ea6m1IrkizS,0.0114,0.648,0.947,4,-6.617,0,0.0369,0.0567,0.105,0.602,113.255,245360,4,"Varias (80s,90s...)"
Phil Collins,No Jacket Required,Don't Lose My Number,0fbOMLSpsvXvBkJBircrcz,0.14,0.582,0.719,5,-7.689,0,0.0556,6.05e-05,0.0741,0.947,161.298,287067,4,"Varias (80s,90s...)"
Phil Collins,"Hello, I Must Be Going",You Can't Hurry Love,4YUlGNZfYA6EUE5KDsGqpC,0.0674,0.639,0.923,7,-5.708,1,0.032,0.0,0.0879,0.761,97.874,175347,4,"Varias (80s,90s...)"
Robbie Williams,Feel,Feel,3fT9nfnv5uLyPsx6ymre7z,0.0255,0.579,0.8,5,-4.788,1,0.0266,0.000202,0.152,0.282,98.0,264093,4,"Varias (80s,90s...)"
Various Artists,Rocky IV,"Training Montage - From ""Rocky IV"" Soundtrack",5PKtqiUwkjveVYzmj4gMnz,0.0145,0.578,0.748,7,-8.702,1,0.0546,0.723,0.11,0.345,81.107,219080,3,"Varias (80s,90s...)"
Tears For Fears,Songs From The Big Chair (Remastered With Bonus Tracks),Everybody Wants To Rule The World,5kg57mIZxVEy2vBhk1aPMb,0.3,0.632,0.929,7,-5.868,1,0.0703,0.00333,0.123,0.5,111.968,251600,4,"Varias (80s,90s...)"
The Beach Boys,The Platinum Collection,Kokomo,4AwNkK2LXPTsb3fouwQou2,0.00917,0.687,0.799,0,-5.938,1,0.0322,0.0,0.139,0.928,115.582,216720,4,"Varias (80s,90s...)"
The Cars,Heartbeat City,Drive,3wfujdbamR3Z46F4xav7LM,0.124,0.582,0.606,6,-9.961,1,0.0289,0.00139,0.151,0.504,111.441,234493,5,"Varias (80s,90s...)"
The Cars,Complete Greatest Hits,Magic,7pMD8YXl2VTPStgP5g1EuC,0.0966,0.73,0.7,9,-8.648,1,0.0344,0.000144,0.114,0.961,117.63,239627,4,"Varias (80s,90s...)"
America,America,A Horse with No Name,54eZmuggBFJbV7k248bTTt,0.686,0.654,0.506,11,-17.18,0,0.0535,0.0155,0.155,0.831,123.179,252240,4,"Varias (80s,90s...)"
The Fixx,Reach The Beach,Saved By Zero,69T5qITn0RbtkXIfK63i4D,0.121,0.749,0.791,11,-7.255,0,0.034,0.00319,0.0658,0.965,117.519,220733,4,"Varias (80s,90s...)"
The Romantics,Super Hits,Talking In Your Sleep,4aQSVeW6ULVsbZCr9gmWkb,0.000959,0.658,0.917,9,-7.037,0,0.0356,0.00105,0.0668,0.972,129.751,233707,4,"Varias (80s,90s...)"
Tracy Chapman,Tracy Chapman,Fast Car,2M9ro2krNb7nr7HSprkEgo,0.313,0.711,0.292,4,-15.523,0,0.037,0.0,0.131,0.194,103.951,296800,4,"Varias (80s,90s...)"
Tracy Chapman,Tracy Chapman,Baby Can I Hold You,2DjWsDGgL1xNbhnr7f6t5F,0.0811,0.692,0.422,2,-10.533,1,0.0333,0.0,0.0848,0.468,74.375,193120,4,"Varias (80s,90s...)"
Tracy Chapman,New Beginning,Give Me One Reason,4vDBJeeQCbhP9FaPPMsYkY,0.602,0.608,0.419,11,-10.016,1,0.0331,7.58e-06,0.108,0.602,100.22,268333,4,"Varias (80s,90s...)"
Incubus,"If Not Now, When?","Promises, Promises",0534jmQ0dYChW5MSzYXNVr,0.0194,0.59,0.711,0,-7.589,1,0.0247,0.0,0.122,0.847,143.937,265960,4,"Varias (80s,90s...)"
Naked Eyes,"Promises, Promises The Very Best Of Naked Eyes","Promises, Promises",3kcikn08ZWSgRvvXT6yeKY,0.0895,0.805,0.478,9,-13.359,0,0.0608,0.00588,0.208,0.9,112.616,268267,4,"Varias (80s,90s...)"
Various Artists,80s Party 2,Everybody Have Fun Tonight,2YATAOroZ3N5NdVIjk4ZGw,0.0686,0.742,0.782,9,-7.005,1,0.0366,5.52e-05,0.0439,0.741,128.865,287227,4,"Varias (80s,90s...)"
Wham!,THE FINAL,Wake Me up Before You Go-Go,5J0S5UgpCwlmEagrqgzvoC,0.192,0.612,0.738,0,-6.648,1,0.0479,0.0,0.0779,0.883,81.327,230667,4,"Varias (80s,90s...)"
Various Artists,Christmas Hits,Last Christmas,0QPYn15U8IQHKcH2LDfrek,0.277,0.735,0.645,11,-8.147,0,0.0273,0.0,0.458,0.881,106.753,266147,4,"Varias (80s,90s...)"
Wham!,Final,Everything She Wants - Remix,6xSGbu9h87cGZF0ihp71iy,0.402,0.874,0.514,6,-13.251,0,0.0313,0.00402,0.337,0.919,114.96,389533,4,"Varias (80s,90s...)"
Whitesnake,Best Of Whitesnake,Is This Love - 2003 Remaster,4n3WOb4AvjLgGPz39gzsYI,0.00321,0.342,0.79,0,-6.603,1,0.0333,1.38e-06,0.151,0.569,180.673,281400,4,"Varias (80s,90s...)"
Whitesnake,Here I Go Again '87,Here I Go Again 87 - 2008 Remaster,6xAORvvGEMK44FygUsiMQy,0.19,0.361,0.88,7,-4.959,1,0.0466,3.48e-05,0.294,0.224,91.06,273147,4,"Varias (80s,90s...)"
Duran Duran,Greatest,Union of the Snake,7piNEolzn07prentrlDL6Q,0.231,0.705,0.846,11,-4.618,0,0.0466,2.1e-05,0.71,0.86,115.076,264133,4,"Varias (80s,90s...)"
Duran Duran,Arena,"Union of the Snake - Live at Oakland Coliseum, Oakland, CA, 14/04/1984; 2004 Remaster",6sJqVibf5DIXcSEdUzUOa5,0.0324,0.639,0.93,4,-5.415,1,0.0368,0.00292,0.416,0.812,115.775,249467,4,"Varias (80s,90s...)"
Kansas,The Best Of Kansas,Dust in the Wind,4E0lSJ6c5unoku9UIZoJSl,0.212,0.498,0.251,9,-13.734,0,0.0299,1.59e-05,0.107,0.419,93.546,205600,4,"Varias (80s,90s...)"
Kansas,The Ultimate Kansas,Carry on Wayward Son,61DLPczTvnkCwvwNqwPKgv,0.00251,0.476,0.795,7,-5.753,1,0.0318,0.000173,0.463,0.793,126.787,321827,4,"Varias (80s,90s...)"
Bon Jovi,Bon Jovi Greatest Hits - The Ultimate Collection (Int'l Deluxe Package),Bed Of Roses,03427kbUxnfR3iTwE6byxP,0.137,0.43,0.53,5,-6.466,1,0.0256,0.0,0.193,0.156,82.45,395520,3,"Varias (80s,90s...)"
Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,7o2CTH4ctstm8TNelqjb51,0.0852,0.454,0.91,6,-7.766,1,0.0446,0.0988,0.116,0.63,125.116,354520,4,"Varias (80s,90s...)"
Guns N' Roses,Use Your Illusion I,November Rain,53968oKecrFxkErocab2Al,0.0165,0.197,0.629,11,-9.291,1,0.03,0.279,0.125,0.221,79.495,537507,4,"Varias (80s,90s...)"
La Ley,La Ley MTV Unplugged,Mentira,5Em7MA991Gn3yhheaul0CX,0.179,0.643,0.679,7,-6.382,1,0.0287,1.4e-05,0.7,0.491,132.199,288067,4,"Varias (80s,90s...)"
La Ley,La Ley MTV Unplugged,El Duelo (feat. Ely Guerra),1BH4LMGVMLBGc9uEJdm8D8,0.255,0.34,0.445,4,-7.926,0,0.0305,0.000325,0.694,0.17,112.532,328907,4,"Varias (80s,90s...)"
La Ley,La Ley MTV Unplugged,Aquí,3Qm1X6krEOuhWLpgJhOJu7,0.279,0.67,0.699,2,-6.591,1,0.0334,1.17e-06,0.701,0.37,98.285,216733,4,"Varias (80s,90s...)"
La Ley,La Ley MTV Unplugged,Día Cero,3aF1cgQh2GzX4jsQFDA5im,0.208,0.656,0.811,7,-5.484,0,0.0663,1.63e-05,0.218,0.532,100.451,317200,4,"Varias (80s,90s...)"
Don Henley,Actual Miles: Henley's Greatest Hits,The Boys Of Summer,4mxaeLSh15BtwTDc2u0GXm,0.449,0.586,0.661,6,-10.206,1,0.0355,0.00132,0.217,0.889,88.661,287467,4,"Varias (80s,90s...)"
Stevie Wonder,The Definitive Collection,I Just Called To Say I Love You - Single Version,2JKZGf8ujiEsr6sgXW4Zr2,0.217,0.743,0.544,1,-9.046,1,0.0236,2.04e-06,0.085,0.654,113.543,262360,4,"Varias (80s,90s...)"
Various Artists,Dirty Dancing,Hungry Eyes,25BxqC9Yo7TQ175DLAyMJs,0.0215,0.703,0.517,5,-12.093,1,0.0254,0.0,0.0953,0.689,110.52,248267,4,"Varias (80s,90s...)"
Various Artists,'80s Pop #1's,"Maniac - From ""Flashdance"" Soundtrack",4jqCold0GXW9c40QyOGD8S,0.0156,0.648,0.637,3,-8.153,0,0.0458,1.39e-06,0.0486,0.778,157.719,247427,4,"Varias (80s,90s...)"
Bad English,Bad English,When I See You Smile,0tKjVEJlX3IZ5L1rEJc5hh,0.42,0.495,0.609,7,-9.902,1,0.0339,0.0,0.187,0.33,135.671,257440,4,"Varias (80s,90s...)"
Dire Straits,Dire Straits (Remastered),Sultans Of Swing,3LTMnFa0hhwisyq6ILahyj,0.0771,0.731,0.797,5,-9.992,1,0.0309,0.0248,0.334,0.933,148.192,348624,4,"Varias (80s,90s...)"
Various Artists,Rocky IV,Eye of the Tiger,2KH16WveTQWT6KOG9Rg6e2,0.132,0.817,0.599,0,-9.249,0,0.0328,0.000311,0.0873,0.548,108.873,245640,4,"Varias (80s,90s...)"
George Michael,Ladies & Gentlemen...The Best of George Michael,Careless Whisper,4fVdtkBSTaOuecdWKcXmRX,0.144,0.575,0.634,2,-8.822,0,0.0348,1.68e-06,0.314,0.79,153.217,300093,4,"Varias (80s,90s...)"
New Kids On The Block,Super Hits,You Got It (The Right Stuff),2m6RaRxDV9FGr7jDXVJora,0.00592,0.78,0.739,10,-6.22,0,0.0689,6.28e-06,0.0518,0.768,111.49,249067,4,"Varias (80s,90s...)"
New Kids On The Block,Hangin' Tough,Hangin' Tough,16flEBCtUF67V5yO0GxYWn,0.12,0.764,0.551,6,-11.98,1,0.0451,0.000656,0.28,0.746,90.775,256560,4,"Varias (80s,90s...)"
Oasis,Stop The Clocks,Wonderwall,2CT3r93YuSHtm57mjxvjhH,0.000807,0.409,0.892,2,-4.373,1,0.0336,0.0,0.207,0.651,174.426,258613,4,"Varias (80s,90s...)"
Depeche Mode,The Singles 86-98,Enjoy The Silence - Single Version,0iKSKQnhvY2oxPfEudfW9U,0.206,0.655,0.835,0,-5.782,0,0.0282,0.000191,0.07,0.756,112.773,256760,4,"Varias (80s,90s...)"
Spin Doctors,Pocket Full Of Kryptonite,Two Princes,4ePP9So5xRzspjLFVVbj90,0.00162,0.543,0.912,7,-10.71,1,0.0601,2.1e-06,0.0565,0.836,103.731,256733,4,"Varias (80s,90s...)"
The Verve,This Is Music: The Singles 92-98,Bitter Sweet Symphony,1WYEDcS7WGjv0rG7rmMX3o,0.0339,0.356,0.913,9,-6.015,1,0.0499,0.0,0.221,0.537,171.157,359547,4,"Varias (80s,90s...)"
R.E.M.,Out Of Time (U.S. Version),Losing My Religion,74EV0g12ihUoOUXMprFpZB,0.0767,0.672,0.841,9,-5.992,0,0.0285,0.0,0.135,0.82,125.437,267733,4,"Varias (80s,90s...)"
Five,Five,Everybody Get Up - Radio Mix,3rHDO1HJBpjY5NzT4WRX3h,0.00425,0.69,0.895,0,-6.247,1,0.0689,0.0,0.11,0.725,95.993,206333,4,"Varias (80s,90s...)"
The Beloved,Conscience,Sweet Harmony,0O5y0zsRVx7VGepZb5HeS1,0.0296,0.595,0.737,10,-10.332,0,0.03,0.109,0.0639,0.867,101.193,300693,4,"Varias (80s,90s...)"
Depeche Mode,"The Best of Depeche Mode, Vol. 1 (Deluxe)",Personal Jesus,72a9JWKqJ8SGo0OdyCS12P,0.104,0.687,0.852,11,-5.538,1,0.0351,0.00866,0.0596,0.766,129.981,225040,4,"Varias (80s,90s...)"
